"Fecha","Estación","Aceites y grasas (mg/L)","Alacloro (µg/L)","Aldrin (µg/L)","Alfa cipermetrina (µg/L)","AMPA (µg/L)","Atrazina (µg/L)","Atrazina desetil (µg/L)","Atrazina desisopropil (µg/L)","Azoxiestrobina (µg/L)","Clordano Cis (µg/L)","Clordano Trans (µg/L)","Clorofila_a_(lab_µg) (µg/L)","Clorpirifos (µg/L)","Clorpirifos Metil (µg/L)","Coliformes Termotolerantes (Fecales) (Membrana Filtrante) (ufc/100ml)","Color (unidad de color)","Compuestos Halogenados adsorbibles (AOX) (µg/L)","Conductividad (µS/cm)","Cromo VI (mg/L)","DBO5 (mg O2/L)","Demanda química de oxigeno (DQO) (mg O2/L)","Diazinon (µg/L)","Dieldrin (µg/L)","Diuron (µg/L)","Endosulfan alfa (µg/L)","Endosulfan beta (µg/L)","Endosulfan sulfato (µg/L)","Endrin (µg/L)","Escherichia coli (Memabrana Filtrante) (ufc/100ml)","Escherichia coli (Sustrato Definido - Colilert®) (NMP/100mL)","Etil Paration (µg/L)","Etion (µg/L)","Feofitina a (µg/L)","Fipronil (µg/L)","Floración Algal (sin unid)","Fluroxipir meptil (µg/L)","Fosfato (ortofosfato) (µg PO4-P/L)","Fósforo total (µg P/L)","Glifosato (µg/L)","Heptacloro (µg/L)","Heptacloro Epoxido (µg/L)","Hexaclorobenceno (µg/L)","Ion Nitrito (mg NO2-N/L)","Lindano (µg/L)","Malathion (µg/L)","Mercurio total (mg/L)","Metil Paration (µg/L)","Metoxicloro (µg/L)","Mirex (µg/L)","Nitrato (mg NO3-N/L)","Nitrógeno Amoniacal (amonio) (mg NH4-N/L)","Nitrógeno total (mg N/L)","o,p' DDD (µg/L)","o,p' DDE (µg/L)","o,p' DDT (µg/L)","Oxigeno disuelto (mg/L)","Potencial de hidrogeno (pH) (sin unid)","p,p' DDD (µg/L)","p,p' DDE (µg/L)","p,p' DDT (µg/L)","Profundidad_Sitio (m)","Saturación de oxígeno (%)","Simazina (µg/L)","Sólidos suspendidos totales (mg/L)","Sólidos totales (mg/L)","Temperatura (ºC)","Transparencia (cm)","Trifloxiestrobina (µg/L)","Trifluralina (µg/L)","Turbidez (NTU)"
"2014-03-18 00:00:00","SJ04","","","","","0.4","0.04","","","","","","","","","","50","51","293.3","","0.86","","","","","0.0006","0.0006","0.0006","","","","","","","","","","","280","0.2","","","","0.0048","","","","","","","0.44","0.031","1.04","","","","6.42","7.73","","","","","","","","","22.7","","","","12"
"2014-03-18 00:00:00","SJ05","8","","","","0.7","0.04","","","","","","","","","","90","24","548","0.011","2.6","","","","","0.0006","0.0006","0.0006","","","","","","","","","","","710","0.2","","","","0.0029","","","","","","","0.17","0.055","0.92","","","","5.2","7.63","","","","","","","","","20","","","","7.2"
"2014-03-19 00:00:00","PS01=SLC03","","","","","","","","","","","","0.4","","","800","90","","204.6","","1.7","","","","","","","","","","","","","0.3","","","","","210","","","","","0.0065","","","","","","","0.34","0.043","0.99","","","","7.48","7.83","","","","","","","","","19.7","","","","13"
"2014-03-19 00:00:00","PS03","","","","","","","","","","","","0.4","","","20","","","182.9","","","","","","","","","","","","","","","0.05","","","","","400","","","","","","","","","","","","0.51","0.03","1.28","","","","7.03","7.57","","","","","","","","","21.9","","","","19"
"2014-03-19 00:00:00","SLC02","","","","","","","","","","","","","","","200","100","","191","","2.7","","","","","","","","","","","","","","","","","","420","","","","","0.0029","","","","","","","0.16","0.041","1.08","","","","7.88","7.63","","","","","","","","","18.8","","","","15"
"2014-03-19 00:00:00","PS02","","","","","0.5","0.1","","","","","","0.1","","","10","","123","142.8","","","","","","","0.0006","0.0006","0.0006","","","","","","0.5","","","","","390","0.2","","","","0.0012","","","","","","","0.54","0.013","1.34","","","","6.51","7.7","","","","","","","","","22.4","","","","15"
"2014-03-19 00:00:00","SLC01","","","","","","","","","","","","","","","510","100","","146.4","","1.7","","","","","","","","","","","","","","","","","","78","","","","","0.0029","","","","","","","0.1","0.02","0.96","","","","7.18","7.65","","","","","","","","","18.7","","","","18"
"2014-03-19 00:00:00","PS04","","","","","","","","","","","","0.1","","","10","","","154.5","","","","","","","","","","","","","","","0.05","","","","","390","","","","","0.014","","","","","","","0.54","0.014","1.26","","","","7.04","7.61","","","","","","","","","22.1","","","","15"
"2014-03-20 00:00:00","SL03","","","","","","","","","","","","","","","","55","","236.9","","","","","","","","","","","","","","","","","","","","140","","","","","0.0029","","","","","","","0.24","0.004","0.45","","","","8.48","7.83","","","","","","","","","20.4","","","","13"
"2014-03-20 00:00:00","SL02","8","","","","","","","","","","","","","","300","80","","158.3","0.018","1.6","","","","","","","","","","","","","","","","","","100","","","","","0.0029","","","","","","","0.11","0.031","0.6","","","","8.19","7.99","","","","","","","","","19.4","","","","14"
"2014-03-20 00:00:00","SL04","","","","","","","","","","","","","","","","70","","256.9","","","","","","","","","","","","","","","","","","","","200","","","","","0.0029","","","","","","","0.29","0.017","0.78","","","","8.29","8.04","","","","","","","","","21","","","","9.9"
"2014-03-20 00:00:00","SL05","","","","","0.4","0.04","","","","","","","","","","95","0.17","237.4","","","","","","","0.0006","0.0006","0.0006","","","","","","","","","","","320","0.2","","","","0.0029","","","","","","","0.37","0.012","0.98","","","","8.21","8.06","","","","","","","","","21.4","","","","11"
"2014-03-20 00:00:00","SL01","","","","","","","","","","","","","","","900","60","","244.5","","3.6","","","","","","","","","","","","","","","","","","110","","","","","0.0085","","","","","","","0.39","0.11","1.09","","","","7.66","7.8","","","","","","","","","19.2","","","","8.6"
"2014-03-21 00:00:00","CG03","","","","","","","","","","","","1.3","","","","","","109","","","","","","","","","","","","","","","1.5","","","","","780","","","","","","","","","","","","0.26","0.004","0.84","","","","7.37","7.48","","","","","","","","","20.7","","","","50"
"2014-03-21 00:00:00","CA04","","","","","0.9","0.04","","","","","","","","","","150","0.14","462","","","","","","","0.0006","0.0006","0.0006","","","","","","","","","","","1000","0.3","","","","","","","","","","","1.02","2.5","2.69","","","","3.35","7.5","","","","","","","","","19.4","","","","23"
"2014-03-21 00:00:00","CG02","","","","","","","","","","","","0.7","","","","","","104.7","","","","","","","","","","","","","","","1.9","","","","","720","","","","","","","","","","","","0.28","0.021","0.78","","","","7.31","7.48","","","","","","","","","20.8","","","","50"
"2014-03-21 00:00:00","CG01","","","","","","","","","","","","6.4","","","","","","790","","","","","","","","","","","","","","","14.6","","","","","620","","","","","","","","","","","","0.23","0.022","0.68","","","","3.59","7.73","","","","","","","","","18.8","","","","4.5"
"2014-03-21 00:00:00","CA01","","","","","","","","","","","","","","","","100","","589","","","","","","","","","","","","","","","","","","","","790","","","","","","","","","","","","0.64","0.047","0.99","","","","2.04","7.52","","","","","","","","","19","","","","9.6"
"2014-03-21 00:00:00","CA02","","","","","","","","","","","","","","","","100","","736","","","","","","","","","","","","","","","","","","","","2000","","","","","","","","","","","","0.49","7.7","7.44","","","","1.18","7.53","","","","","","","","","19.5","","","","4.6"
"2014-05-06 00:00:00","CO01","5.4","","","","","","","","","","","","","","","110","","306.3","0.0025","","","","","","","","","","","","","","","","","","","448","","","","","0.016","","","","","","","1.3","0.2","1.86","","","","6.11","7.58","","","","","","","","","17.9","","","","30"
"2014-05-06 00:00:00","SJ02","","","","","","","","","","","","","","","","40","","297.2","","","","","","","","","","","","","","","","","","","","116","","","","","0.01","","","","","","","0.34","0.03","0.52","","","","8.12","7.73","","","","","","","","","17.1","","","","6.1"
"2014-05-06 00:00:00","SJ01","","","","","","","","","","","","","","","","28","","317.2","","","","","","","","","","","","","","","","","","","","90.6","","","","","0.016","","","","","","","0.1","0.07","0.26","","","","8.13","7.66","","","","","","","","","17.8","","","","1.9"
"2014-05-06 00:00:00","SJ04","","","","","0.6","0.1","","","","","","","","","","100","20","224.7","","","","","","","0.0006","0.0006","0.003","","","","","","","","","","","302","0.5","","","","0.016","","","","","","","0.053","0.03","1.01","","","","8.17","7.57","","","","","","","","","17.5","","","","21"
"2014-05-06 00:00:00","SL06","","","","","0.5","0.1","","","","","","","","","","100","20","170.7","","","","","","","0.0006","0.0006","0.003","","","","","","","","","","","289","0.5","","","","0.016","","","","","","","0.43","0.06","1","","","","8.73","7.42","","","","","","","","","19.6","","","","23"
"2014-05-06 00:00:00","SJ05","5.4","","","","1","0.3","","","","","","","","","","110","28","471","0.0025","","","","","","0.0006","0.0006","0.003","","","","","","","","","","","740","0.7","","","","0.01","","","","","","","0.48","0.01","1.4","","","","6.85","7.54","","","","","","","","","16.9","","","","14"
"2014-05-06 00:00:00","SJ03","","","","","","","","","","","","","","","","85","","316.5","","","","","","","","","","","","","","","","","","","","348","","","","","0.016","","","","","","","0.69","0.06","1.09","","","","8.38","7.86","","","","","","","","","19.6","","","","15"
"2014-05-07 00:00:00","SLC01","","","","","","","","","","","","","","","2400","100","","143.7","","6.2","","","","","","","","","","","","","","","","","","117","","","","","0.016","","","","","","","0.88","0.27","1.42","","","","","7.41","","","","","","","","","17.2","","","","18"
"2014-05-07 00:00:00","SLC02","","","","","","","","","","","","","","","990","110","","173.6","","2.6","","","","","","","","","","","","","","","","","","198","","","","","0.016","","","","","","","0.55","0.06","1.29","","","","8.35","7.49","","","","","","","","","17","","","","18"
"2014-05-07 00:00:00","PS04","","","","","","","","","","","","0.4","","","10","","","95.5","","","","","","","","","","","","","","","1.9","","","","","361","","","","","0.016","","","","","","","0.52","0.01","1.25","","","","6.71","7.3","","","","","","","","","18","","","","26"
"2014-05-07 00:00:00","PS01=SLC03","","","","","","","","","","","","0.05","","","200","100","","187.3","","3.4","","","","","","","","","","","","","1.7","","","","","202","","","","","0.016","","","","","","","0.6","0.08","1.02","","","","8.06","7.34","","","","","","","","","17.4","","","","15"
"2014-05-07 00:00:00","PS02","","","","","0.6","0.1","","","","","","0.7","","","","","18","132.3","","","","","","","0.0006","0.0006","0.0006","","","","","","3","","","","","340","1","","","","0.016","","","","","","","0.61","0.05","1.28","","","","7.14","7.22","","","","","","","","","17.9","","","","25"
"2014-05-07 00:00:00","PS03","","","","","","","","","","","","0.4","","","30","","","104.6","","","","","","","","","","","","","","","0.4","","","","","389","","","","","0.016","","","","","","","0.6","0.01","1.29","","","","7.1","7.35","","","","","","","","","18","","","","25"
"2014-05-08 00:00:00","SL01","","","","","","","","","","","","","","","","65","","216.9","","1.9","","","","","","","","","","","","","","","","","","106","","","","","0.016","","","","","","","1.2","0.19","1.37","","","","8.3","7.85","","","","","","","","","17.5","","","","8.7"
"2014-05-08 00:00:00","SL03","","","","","","","","","","","","","","","","70","","202.2","","","","","","","","","","","","","","","","","","","","90.97","","","","","0.016","","","","","","","0.36","0.01","0.54","","","","8.76","7.67","","","","","","","","","17.2","","","","14"
"2014-05-08 00:00:00","SL05","","","","","0.5","0.1","","","","","","","","","","100","21","178.1","","","","","","","0.0006","0.0006","0.0006","","","","","","","","","","","285","0.4","","","","0.016","","","","","","","0.5","0.01","0.92","","","","8.8","7.64","","","","","","","","","17.2","","","","21"
"2014-05-08 00:00:00","SL04","","","","","","","","","","","","","","","","100","","205.9","","","","","","","","","","","","","","","","","","","","207","","","","","0.016","","","","","","","1","0.21","1.42","","","","8.79","7.69","","","","","","","","","17.1","","","","17"
"2014-05-08 00:00:00","SL02","5.4","","","","","","","","","","","","","","","50","","177.7","0.0025","","","","","","","","","","","","","","","","","","","74.8","","","","","0.016","","","","","","","0.16","0.065","1.61","","","","8.84","7.8","","","","","","","","","17.1","","","","6"
"2014-05-09 00:00:00","CG02","","","","","","","","","","","","0.05","","","30","190","","150.8","","5","","","","","","","","","","","","","3.2","","","","","689","","","","","","","","","","","","0.33","0.01","1.46","","","","7.63","7.61","","","","","","","","","17.4","","","","45"
"2014-05-09 00:00:00","CG03","","","","","","","","","","","","0.4","","","90","","","156.7","","5","","","","","","","","","","","","","3","","","","","671","","","","","","","","","","","","0.36","0.01","0.95","","","","7.81","7.37","","","","","","","","","17.4","","","","45"
"2014-05-09 00:00:00","CA04","","","","","0.8","0.1","","","","","","","","","700","160","22","408.2","","5","","","","","0.0006","0.0006","0.0006","","","","","","","","","","","905","0.4","","","","","","","","","","","1.4","0.01","3.08","","","","4.6","7.56","","","","","","","","","16.8","","","","30"
"2014-05-09 00:00:00","CG01","","","","","","","","","","","","1.2","","","700","","","669","","5","","","","","","","","","","","","","2.6","","","","","486","","","","","","","","","","","","0.84","0.01","0.95","","","","4.79","7.71","","","","","","","","","16.7","","","","8.1"
"2014-05-09 00:00:00","CA02","","","","","","","","","","","","","","","3000","190","","557","","5","","","","","","","","","","","","","","","","","","1460","","","","","","","","","","","","8.2","0.01","10.2","","","","1.84","7.36","","","","","","","","","16.4","","","","24"
"2014-05-09 00:00:00","CA01","","","","","","","","","","","","","","","370","180","","489","","5","","","","","","","","","","","","","","","","","","844","","","","","","","","","","","","0.75","0.01","1.15","","","","3.1","7.7","","","","","","","","","16.7","","","","23"
"2014-07-08 00:00:00","SJ05","5","","","","1.4","0.02","","","","","","","","","","220","24","176.9","0.0007","0.8","","","","","","","0.0005","","","","","","","","","","","769","1.5","","","","0.02","","","","","","","0.58","0.01","3.42","","","","9.26","7.38","","","","","","","","","9.8","","","","60"
"2014-07-08 00:00:00","CO01","5","","","","","","","","","","","","","","","160","","143.8","0.0007","2.2","","","","","","","","","","","","","","","","","","303","","","","","0.016","","","","","","","0.47","0.01","2.06","","","","9.63","7.24","","","","","","","","","11.8","","","","80"
"2014-07-08 00:00:00","SJ03","","","","","","","","","","","","","","","","160","","123.6","","2.5","","","","","","","","","","","","","","","","","","248","","","","","0.02","","","","","","","0.88","0.01","2.49","","","","9.11","7.62","","","","","","","","","13","","","","85"
"2014-07-08 00:00:00","SJ01","","","","","","","","","","","","","","","","180","","100.1","","1.1","","","","","","","","","","","","","","","","","","263","","","","","0.02","","","","","","","0.97","0.01","2.4","","","","8.67","7.27","","","","","","","","","12.1","","","","40"
"2014-07-08 00:00:00","SJ04","","","","","0.7","0.02","","","","","","","","","","150","19","178.1","","0.25","","","","","","","0.0005","","","","","","","","","","","241","0.8","","","","0.02","","","","","","","0.84","0.01","1.99","","","","9.87","7.34","","","","","","","","","11","","","","60"
"2014-07-08 00:00:00","SJ02","","","","","","","","","","","","","","","","170","","106.2","","0.5","","","","","","","","","","","","","","","","","","204","","","","","0.02","","","","","","","0.41","0.01","2.01","","","","9.49","7.7","","","","","","","","","12.5","","","","45"
"2014-07-08 00:00:00","SL06","","","","","0.5","0.02","","","","","","","","","","180","18","105.4","","1.2","","","","","","","","","","","","","","","","","","303","0.6","","","","0.02","","","","","","","0.36","0.01","1.71","","","","9.07","7.08","","","","","","","","","12.2","","","","40"
"2014-07-09 00:00:00","SLC01","","","","","","","","","","","","","","","","150","","78.9","","2.2","","","","","","","","","","","","","","","","","","28","","","","","0.02","","","","","","","0.26","0.04","0.99","","","","11.4","7.51","","","","","","","","","9.4","","","","40"
